from,to,score
Mustela erminea,Sorex rohweri,0.2322
Mustela nigripes,Condylura cristata,0.23215
Gulo gulo,Marmota caligata,0.2321
Puma concolor,Phocoenoides dalli,0.23185
Lynx rufus,Perognathus fasciatus,0.23165
Puma concolor,Monodon monoceros,0.2313
Didelphis virginiana,Delphinapterus leucas,0.23125
Spilogale putorius,Lepus townsendii,0.2312
Didelphis virginiana,Sylvilagus nuttallii,0.2306
Spilogale putorius,Dama dama,0.23055
Mesoplodon stejnegeri,Dicrostonyx richardsoni,0.23025
Lynx canadensis,Monodon monoceros,0.2301
Spilogale putorius,Tamias minimus,0.2301
Lynx canadensis,Sorex maritimensis,0.2299
Enhydra lutris,Mesoplodon mirus,0.22985
Mustela erminea,Sorex fumeus,0.22965
Lynx canadensis,Mesoplodon carlhubbsi,0.2295
Mesoplodon mirus,Dicrostonyx richardsoni,0.2295
Procyon lotor,Odocoileus hemionus,0.2295
Mustela erminea,Sorex preblei,0.2293
Lynx rufus,Thomomys talpoides,0.2292
Puma concolor,Hyperoodon ampullatus,0.2292
Enhydra lutris,Mesoplodon bidens,0.22915
Lynx canadensis,Phocoenoides dalli,0.22865
Mustela erminea,Sorex cinereus,0.2285
Lynx canadensis,Hyperoodon ampullatus,0.22835
Mustela erminea,Sorex palustris,0.2282
Enhydra lutris,Mesoplodon stejnegeri,0.2281
Puma concolor,Ziphius cavirostris,0.22795
Didelphis virginiana,Ziphius cavirostris,0.2278
Puma concolor,Kogia sima,0.22775
Didelphis virginiana,Hyperoodon ampullatus,0.22725
Mesoplodon mirus,Dicrostonyx nunatakensis,0.22705
Puma concolor,Phocoena phocoena,0.22685
Didelphis virginiana,Monodon monoceros,0.22645
Enhydra lutris,Sciurus niger,0.22615
Didelphis virginiana,Mesoplodon densirostris,0.22605
Mephitis mephitis,Lepus europaeus,0.22585
Mustela erminea,Sorex bendirii,0.2257
Lontra canadensis,Marmota broweri,0.22565
Enhydra lutris,Aplodontia rufa,0.2253
Lynx canadensis,Kogia sima,0.2253
Didelphis virginiana,Mesoplodon carlhubbsi,0.2251
Lynx canadensis,Ziphius cavirostris,0.2249
Lynx canadensis,Phocoena phocoena,0.22485
Didelphis virginiana,Eschrichtius robustus,0.2248
Didelphis virginiana,Kogia breviceps,0.22475
Didelphis virginiana,Phocoena phocoena,0.22425
Mustela erminea,Sorex ugyunak,0.22405
Martes pennanti,Marmota caligata,0.224
Didelphis virginiana,Berardius bairdii,0.2232
Puma concolor,Eschrichtius robustus,0.2231
Mustela frenata,Aplodontia rufa,0.2229
Lynx canadensis,Eschrichtius robustus,0.22285
Didelphis virginiana,Phocoenoides dalli,0.22275
Lynx rufus,Cervus elaphus,0.22265
Didelphis virginiana,Parascalops breweri,0.2226
Lynx canadensis,Berardius bairdii,0.2225
Neurotrichus gibbsii,Myodes gapperi,0.2217
Puma concolor,Berardius bairdii,0.22095
Procyon lotor,Sylvilagus nuttallii,0.2208
Ursus americanus,Ochotona princeps,0.2206
Lynx canadensis,Kogia breviceps,0.22015
Didelphis virginiana,Mesoplodon bidens,0.21995
Puma concolor,Kogia breviceps,0.21955
Erethizon dorsatum,Sorex maritimensis,0.2194
Enhydra lutris,Callospermophilus saturatus,0.21935
Mephitis mephitis,Sylvilagus nuttallii,0.2189
Enhydra lutris,Tamiasciurus douglasii,0.2183
Lynx rufus,Castor canadensis,0.21795
Spilogale putorius,Sylvilagus floridanus,0.2178
Ursus maritimus,Cryptotis parva,0.2178
Mustela nigripes,Tamiasciurus hudsonicus,0.2177
Enhydra lutris,Callospermophilus lateralis,0.21765
Didelphis virginiana,Mesoplodon mirus,0.2173
Didelphis virginiana,Zapus princeps,0.21725
Mustela frenata,Delphinapterus leucas,0.2171
Ursus maritimus,Blarina brevicauda,0.217
Didelphis virginiana,Mesoplodon stejnegeri,0.2169
Didelphis virginiana,Kogia sima,0.2167
Procyon lotor,Lepus europaeus,0.21645
Ursus americanus,Antilocapra americana,0.21625
Lynx canadensis,Mesoplodon mirus,0.21595
Vulpes lagopus,Bison bison,0.2159
Neurotrichus gibbsii,Myodes rutilus,0.21515
Puma concolor,Mesoplodon mirus,0.21495
Didelphis virginiana,Zapus trinotatus,0.21425
Didelphis virginiana,Urocitellus richardsonii,0.21395
Mustela frenata,Hyperoodon ampullatus,0.2139
Mustela nigripes,Callospermophilus saturatus,0.2137
Spilogale putorius,Sylvilagus transitionalis,0.21365
Vulpes lagopus,Antilocapra americana,0.2132
Puma concolor,Erethizon dorsatum,0.21305
Puma concolor,Mesoplodon bidens,0.21275
Didelphis virginiana,Scapanus orarius,0.2127
Ursus arctos,Blarina brevicauda,0.2126
Puma concolor,Mesoplodon stejnegeri,0.21245
Mustela subpalmata,Condylura cristata,0.21235
Didelphis virginiana,Sylvilagus floridanus,0.2121
Ursus arctos,Cryptotis parva,0.212
Lynx canadensis,Erethizon dorsatum,0.21175
Didelphis virginiana,Urocitellus columbianus,0.2115
Neovison vison,Aplodontia rufa,0.2115
Neovison macrodon,Marmota caligata,0.2112
Mustela frenata,Ziphius cavirostris,0.2109
Geomys bursarius,Sorex maritimensis,0.2105
Lynx canadensis,Mesoplodon stejnegeri,0.2105
Lynx canadensis,Mesoplodon bidens,0.2101
Urocyon cinereoargenteus,Vulpes vulpes,0.2095
Mustela frenata,Mesoplodon densirostris,0.20945
Mustela frenata,Berardius bairdii,0.20935
Mustela nigripes,Callospermophilus lateralis,0.20935
Perognathus fasciatus,Sorex maritimensis,0.2092
Vulpes velox,Ursus americanus,0.2092
Lynx rufus,Dama mesopotamica,0.20915
Mustela frenata,Mesoplodon carlhubbsi,0.2089
Ursus americanus,Poliocitellus franklinii,0.2087
Mustela frenata,Phocoena phocoena,0.20865
Mustela frenata,Eschrichtius robustus,0.20855
Martes pennanti,Aplodontia rufa,0.20825
Mustela frenata,Monodon monoceros,0.2082
Ursus americanus,Ochotona collaris,0.2082
Mustela frenata,Kogia breviceps,0.2079
Mustela frenata,Phocoenoides dalli,0.2078
Spilogale putorius,Cervus elaphus,0.2075
Didelphis virginiana,Urocitellus parryii,0.20725
Neovison vison,Marmota caligata,0.20695
Martes americana,Aplodontia rufa,0.20615
Dipodomys ordii,Sorex maritimensis,0.20605
Ursus maritimus,Sorex rohweri,0.2058
Mustela erminea,Phenacomys intermedius,0.2057
Lynx rufus,Erethizon dorsatum,0.20565
Puma concolor,Mephitis mephitis,0.2054
Neovison macrodon,Aplodontia rufa,0.20505
Lynx canadensis,Mephitis mephitis,0.20485
Perognathus parvus,Sorex maritimensis,0.2047
Puma concolor,Procyon lotor,0.2045
Mustela frenata,Marmota caligata,0.2043
Taxidea taxus,Antrozous pallidus,0.20365
Gulo gulo,Aplodontia rufa,0.2036
Mustela frenata,Kogia sima,0.20325
Mustela erminea,Phenacomys ungava,0.20265
Didelphis virginiana,Lepus arcticus,0.20255
Didelphis virginiana,Odocoileus virginianus,0.2024
Thomomys talpoides,Sorex maritimensis,0.20185
Lynx canadensis,Procyon lotor,0.2014
Ursus maritimus,Sorex vagrans,0.2013
Ursus maritimus,Sorex fumeus,0.20105
Didelphis virginiana,Sylvilagus transitionalis,0.2006
Didelphis virginiana,Ochotona collaris,0.20045
Ursus maritimus,Sorex monticolus,0.2002
Didelphis virginiana,Ochotona princeps,0.1999
Mustela frenata,Mesoplodon bidens,0.1999
Ursus maritimus,Sorex cinereus,0.19915
Mephitis mephitis,Napaeozapus insignis,0.1991
Mustela frenata,Mesoplodon stejnegeri,0.1986
Ursus maritimus,Sorex dispar,0.19825
Lynx rufus,Dicrostonyx hudsonius,0.19815
Mephitis mephitis,Lepus townsendii,0.1979
Taxidea taxus,Corynorhinus townsendii,0.19665
Procyon lotor,Napaeozapus insignis,0.1962
Ursus americanus,Dama dama,0.1956
Ursus maritimus,Sorex preblei,0.1954
Neovison vison,Delphinapterus leucas,0.19455
Spilogale putorius,Dama mesopotamica,0.19445
Mustela nigripes,Sciurus niger,0.19415
Ursus arctos,Sorex rohweri,0.1937
Mustela frenata,Mesoplodon mirus,0.19365
Didelphis virginiana,Scapanus townsendii,0.1936
Ursus arctos,Sorex fumeus,0.1934
Didelphis virginiana,Lepus europaeus,0.19335
Procyon lotor,Lepus townsendii,0.1933
Didelphis virginiana,Odocoileus hemionus,0.1931
Lontra canadensis,Tamiasciurus hudsonicus,0.1931
Procyon lotor,Tamias striatus,0.1926
Ursus maritimus,Sorex palustris,0.1926
Taxidea taxus,Lasiurus borealis,0.1924
Mephitis mephitis,Rangifer tarandus,0.19235
Ursus americanus,Glaucomys volans,0.19235
Perognathus fasciatus,Didelphis virginiana,0.1917
Lontra canadensis,Marmota caligata,0.1912
Ursus americanus,Glaucomys sabrinus,0.1908
Didelphis virginiana,Marmota broweri,0.19075
Neovison vison,Hyperoodon ampullatus,0.1906
Ursus arctos,Sorex cinereus,0.19015
Neovison vison,Phocoenoides dalli,0.18955
Neovison vison,Berardius bairdii,0.18905
Ursus americanus,Tamias striatus,0.189
Ursus arctos,Sorex vagrans,0.1888
Spilogale putorius,Scalopus aquaticus,0.18865
Mephitis mephitis,Tamias striatus,0.18855
Neovison vison,Monodon monoceros,0.18855
Procyon lotor,Rangifer tarandus,0.1885
Neovison vison,Kogia breviceps,0.18835
Urocyon cinereoargenteus,Enhydra lutris,0.1883
Lynx canadensis,Martes americana,0.18815
Puma concolor,Martes americana,0.1881
Didelphis virginiana,Scalopus aquaticus,0.188
Neurotrichus gibbsii,Neurotrichus gibbsii,0.188
Neovison vison,Ziphius cavirostris,0.18795
Ursus arctos,Sorex monticolus,0.18795
Puma concolor,Rangifer tarandus,0.1879
Dipodomys ordii,Didelphis virginiana,0.1878
Mephitis mephitis,Tamias minimus,0.18765
Neovison vison,Eschrichtius robustus,0.1875
Procyon lotor,Tamias minimus,0.1875
Ursus arctos,Sorex dispar,0.18705
Neovison vison,Mesoplodon densirostris,0.18655
Neovison vison,Phocoena phocoena,0.18655
Ursus maritimus,Sorex ugyunak,0.1862
Erethizon dorsatum,Didelphis virginiana,0.18615
Mustela nigripes,Tamiasciurus douglasii,0.1857
Didelphis virginiana,Dama dama,0.1854
Lynx canadensis,Rangifer tarandus,0.185
Geomys bursarius,Didelphis virginiana,0.18495
Martes pennanti,Delphinapterus leucas,0.18495
Neovison vison,Mesoplodon carlhubbsi,0.18485
Didelphis virginiana,Aplodontia rufa,0.1843
Didelphis virginiana,Antilocapra americana,0.1841
Mephitis mephitis,Sylvilagus floridanus,0.1839
Mustela subpalmata,Callospermophilus saturatus,0.18375
Mesoplodon densirostris,Dicrostonyx groenlandicus,0.1837
Neovison macrodon,Delphinapterus leucas,0.1837
Phocoena phocoena,Dicrostonyx groenlandicus,0.18315
Thomomys talpoides,Didelphis virginiana,0.18295
Didelphis virginiana,Marmota caligata,0.1828
Mesoplodon carlhubbsi,Dicrostonyx groenlandicus,0.18255
Puma concolor,Spilogale putorius,0.182
Delphinapterus leucas,Dicrostonyx groenlandicus,0.18195
Didelphis virginiana,Rangifer tarandus,0.18195
Didelphis virginiana,Marmota monax,0.1819
Ursus maritimus,Sorex bendirii,0.1819
Ursus arctos,Sorex palustris,0.18185
Lynx canadensis,Spilogale putorius,0.18155
Ursus arctos,Sorex preblei,0.18155
Procyon lotor,Scalopus aquaticus,0.18135
Ziphius cavirostris,Dicrostonyx groenlandicus,0.1813
Urocyon cinereoargenteus,Ursus americanus,0.1812
Martes pennanti,Monodon monoceros,0.18095
Monodon monoceros,Dicrostonyx groenlandicus,0.18095
Martes pennanti,Mesoplodon densirostris,0.18075
Mephitis mephitis,Sylvilagus transitionalis,0.1807
Perognathus parvus,Didelphis virginiana,0.1806
Procyon lotor,Sylvilagus transitionalis,0.1805
Puma concolor,Mustela nivalis,0.18045
Lontra canadensis,Callospermophilus saturatus,0.18035
Ursus americanus,Tamias minimus,0.1802
Martes pennanti,Hyperoodon ampullatus,0.18015
Martes pennanti,Phocoenoides dalli,0.1799
Neovison vison,Kogia sima,0.17985
Kogia breviceps,Dicrostonyx groenlandicus,0.1798
Ursus arctos,Sorex maritimensis,0.1798
Hyperoodon ampullatus,Dicrostonyx groenlandicus,0.17975
Lontra canadensis,Delphinapterus leucas,0.1796
Martes pennanti,Ziphius cavirostris,0.1795
Vulpes velox,Rangifer tarandus,0.1794
Didelphis virginiana,Lepus townsendii,0.179
Phocoenoides dalli,Dicrostonyx groenlandicus,0.1787
Martes pennanti,Kogia breviceps,0.1785
Puma concolor,Ovis dalli,0.1783
Didelphis virginiana,Dama mesopotamica,0.17785
Martes pennanti,Mesoplodon carlhubbsi,0.17785
Martes pennanti,Phocoena phocoena,0.1778
Lynx rufus,Marmota vancouverensis,0.17775
Eschrichtius robustus,Dicrostonyx groenlandicus,0.1776
Martes pennanti,Berardius bairdii,0.17755
Procyon lotor,Sylvilagus floridanus,0.17755
Taxidea taxus,Ochotona princeps,0.1773
Lontra canadensis,Aplodontia rufa,0.17725
Ursus americanus,Cynomys ludovicianus,0.17715
Neovison macrodon,Eschrichtius robustus,0.1771
Neovison vison,Mesoplodon bidens,0.1771
Neovison macrodon,Hyperoodon ampullatus,0.17705
Lynx canadensis,Ovis dalli,0.17665
Taxidea taxus,Pipistrellus subflavus,0.17665
Martes americana,Delphinapterus leucas,0.1766
Berardius bairdii,Dicrostonyx groenlandicus,0.1765
Mephitis mephitis,Scalopus aquaticus,0.1765
Didelphis virginiana,Mustela nigripes,0.1762
Martes pennanti,Eschrichtius robustus,0.1762
Neovison macrodon,Phocoenoides dalli,0.17605
Lynx canadensis,Mustela nivalis,0.176
Mustela erminea,Ondatra zibethicus,0.17595
Neovison macrodon,Kogia breviceps,0.17595
Lontra canadensis,Monodon monoceros,0.1759
Mustela erminea,Cryptotis parva,0.1758
Neovison vison,Mesoplodon stejnegeri,0.17575
Lontra canadensis,Mesoplodon carlhubbsi,0.1756
Lontra canadensis,Mesoplodon densirostris,0.1754
Neovison macrodon,Ziphius cavirostris,0.1753
Lontra canadensis,Phocoenoides dalli,0.175
Lontra canadensis,Hyperoodon ampullatus,0.17495
Neovison macrodon,Phocoena phocoena,0.17495
Didelphis virginiana,Marmota flaviventris,0.1748
Neovison macrodon,Berardius bairdii,0.1748
Neovison macrodon,Mesoplodon carlhubbsi,0.1748
Mustela subpalmata,Callospermophilus lateralis,0.17465
Urocyon cinereoargenteus,Alces alces,0.1746
Didelphis virginiana,Cervus elaphus,0.17455
Neovison macrodon,Monodon monoceros,0.1745
Didelphis virginiana,Marmota vancouverensis,0.17425
Taxidea taxus,Lasiurus cinereus,0.17425
Lontra canadensis,Callospermophilus lateralis,0.1741
Kogia sima,Dicrostonyx groenlandicus,0.17405
Neovison vison,Mesoplodon mirus,0.174
Neovison macrodon,Mesoplodon densirostris,0.17385
Lontra canadensis,Ziphius cavirostris,0.17375
Didelphis virginiana,Ovis dalli,0.17325
Mustela subpalmata,Tamiasciurus hudsonicus,0.1731
Urocyon cinereoargenteus,Lontra canadensis,0.17245
Puma concolor,Antilocapra americana,0.1722
Didelphis virginiana,Martes americana,0.17215
Mustela erminea,Blarina brevicauda,0.1719
Lontra canadensis,Eschrichtius robustus,0.1718
Erethizon dorsatum,Sorex arcticus,0.17175
Spilogale putorius,Glaucomys sabrinus,0.1717
Gulo gulo,Delphinapterus leucas,0.1716
Martes pennanti,Kogia sima,0.1716
Lynx rufus,Taxidea taxus,0.1715
Puma concolor,Gulo gulo,0.17135
Lontra canadensis,Berardius bairdii,0.1713
Vulpes velox,Alces alces,0.17115
Taxidea taxus,Ochotona collaris,0.1711
Martes americana,Monodon monoceros,0.17105
Ursus americanus,Martes pennanti,0.171
Lontra canadensis,Phocoena phocoena,0.1708
Ursus arctos,Sorex ugyunak,0.1708
Martes americana,Marmota vancouverensis,0.1707
Mustela frenata,Scapanus townsendii,0.17045
Ursus americanus,Scalopus aquaticus,0.17045
Didelphis virginiana,Mustela frenata,0.1703
Vulpes velox,Antilocapra americana,0.17015
Martes americana,Hyperoodon ampullatus,0.16995
Martes americana,Kogia breviceps,0.1699
Martes americana,Phocoenoides dalli,0.16975
Martes americana,Ziphius cavirostris,0.16975
Neovison macrodon,Kogia sima,0.16965
Lynx canadensis,Gulo gulo,0.1693
Didelphis virginiana,Antrozous pallidus,0.16925
Lontra canadensis,Kogia breviceps,0.16925
Puma concolor,Ictidomys tridecemlineatus,0.16905
Martes americana,Mesoplodon carlhubbsi,0.169
Cryptotis parva,Sorex maritimensis,0.16895
Erethizon dorsatum,Microtus townsendii,0.1688
Gulo gulo,Hyperoodon ampullatus,0.16865
Lynx canadensis,Antilocapra americana,0.1686
Didelphis virginiana,Mustela erminea,0.16845
Gulo gulo,Phocoenoides dalli,0.16765
Ursus americanus,Neovison vison,0.1676
Gulo gulo,Phocoena phocoena,0.1675
Didelphis virginiana,Martes pennanti,0.16725
Ursus arctos,Sorex bendirii,0.16725
Martes americana,Mesoplodon densirostris,0.1672
Gulo gulo,Monodon monoceros,0.16715
Martes pennanti,Mesoplodon stejnegeri,0.167
Didelphis virginiana,Glaucomys volans,0.1668
Lontra canadensis,Kogia sima,0.1667
Gulo gulo,Mesoplodon carlhubbsi,0.16665
Gulo gulo,Kogia breviceps,0.1666
Martes americana,Phocoena phocoena,0.1665
Mephitis mephitis,Antilocapra americana,0.16625
Martes pennanti,Mesoplodon bidens,0.1662
Spilogale putorius,Glaucomys volans,0.16615
Mesoplodon bidens,Dicrostonyx groenlandicus,0.16605
Didelphis virginiana,Ictidomys tridecemlineatus,0.166
Martes pennanti,Mesoplodon mirus,0.16575
Didelphis virginiana,Glaucomys sabrinus,0.1657
Martes americana,Eschrichtius robustus,0.16555
Gulo gulo,Mesoplodon densirostris,0.16525
Gulo gulo,Ziphius cavirostris,0.1651
Martes americana,Berardius bairdii,0.1649
Spilogale putorius,Ovis dalli,0.1647
Martes americana,Marmota monax,0.1645
Puma concolor,Dama dama,0.1645
Lontra canadensis,Zapus princeps,0.16395
Didelphis virginiana,Procyon lotor,0.16385
Procyon lotor,Antilocapra americana,0.16385
Didelphis virginiana,Gulo gulo,0.1638
Didelphis virginiana,Neovison vison,0.1638
Mesoplodon stejnegeri,Dicrostonyx groenlandicus,0.16365
Didelphis virginiana,Corynorhinus townsendii,0.1636
Taxidea taxus,Marmota monax,0.1635
Perognathus fasciatus,Sorex arcticus,0.1634
Lontra canadensis,Sciurus niger,0.16315
Gulo gulo,Berardius bairdii,0.1631
Neurotrichus gibbsii,Microtus pennsylvanicus,0.1631
Neovison macrodon,Mesoplodon bidens,0.163
Didelphis virginiana,Mustela nivalis,0.1629
Spilogale putorius,Alces alces,0.1628
Didelphis virginiana,Poliocitellus franklinii,0.16275
Geomys bursarius,Sorex arcticus,0.16275
Gulo gulo,Eschrichtius robustus,0.16275
Didelphis virginiana,Alces alces,0.162
Martes americana,Kogia sima,0.1619
Didelphis virginiana,Mephitis mephitis,0.1615
Lynx canadensis,Ictidomys tridecemlineatus,0.16145
Vulpes vulpes,Ovibos moschatus,0.1614
Didelphis virginiana,Mustela subpalmata,0.16105
Neovison macrodon,Mesoplodon stejnegeri,0.16085
Dipodomys ordii,Sorex arcticus,0.16075
Gulo gulo,Kogia sima,0.1603
Neovison macrodon,Mesoplodon mirus,0.1601
Lontra canadensis,Mesoplodon stejnegeri,0.15955
Didelphis virginiana,Lasiurus borealis,0.1589
Spilogale putorius,Ictidomys tridecemlineatus,0.1587
Lontra canadensis,Mesoplodon bidens,0.1584
Blarina brevicauda,Sorex maritimensis,0.1583
Lynx canadensis,Dama dama,0.158
Didelphis virginiana,Neovison macrodon,0.1579
Martes americana,Mesoplodon bidens,0.15785
Mesoplodon mirus,Dicrostonyx groenlandicus,0.1575
Neurotrichus gibbsii,Microtus montanus,0.1575
Didelphis virginiana,Spilogale putorius,0.1574
Lontra canadensis,Mesoplodon mirus,0.15725
Geomys bursarius,Microtus townsendii,0.15705
Didelphis virginiana,Ovibos moschatus,0.15675
Didelphis virginiana,Pipistrellus subflavus,0.15675
Mustela erminea,Didelphis virginiana,0.15675
Perognathus fasciatus,Microtus townsendii,0.15675
Thomomys talpoides,Sorex arcticus,0.1567
Didelphis virginiana,Lasiurus cinereus,0.15665
Martes americana,Mesoplodon stejnegeri,0.1563
Delphinapterus leucas,Perognathus fasciatus,0.156
Erethizon dorsatum,Sorex trowbridgii,0.15595
Gulo gulo,Marmota monax,0.15595
Urocyon cinereoargenteus,Canis lupus,0.15595
Hyperoodon ampullatus,Dipodomys ordii,0.1558
Lynx rufus,Lepus europaeus,0.1557
Hyperoodon ampullatus,Geomys bursarius,0.1555
Perognathus parvus,Sorex arcticus,0.1554
Martes americana,Mesoplodon mirus,0.1553
Ursus americanus,Martes americana,0.1552
Martes pennanti,Marmota monax,0.15475
Didelphis virginiana,Cynomys ludovicianus,0.1544
Dipodomys ordii,Microtus townsendii,0.1538
Eschrichtius robustus,Thomomys talpoides,0.1537
Delphinapterus leucas,Geomys bursarius,0.1535
Mesoplodon carlhubbsi,Dipodomys ordii,0.15345
Delphinapterus leucas,Dipodomys ordii,0.15335
Didelphis virginiana,Ovis canadensis,0.153
Mesoplodon carlhubbsi,Geomys bursarius,0.15285
Mesoplodon densirostris,Geomys bursarius,0.15285
Ziphius cavirostris,Geomys bursarius,0.15285
Phocoena phocoena,Geomys bursarius,0.15275
Didelphis virginiana,Napaeozapus insignis,0.15265
Ziphius cavirostris,Perognathus fasciatus,0.15255
Hyperoodon ampullatus,Neurotrichus gibbsii,0.15245
Mustela nigripes,Parascalops breweri,0.15245
Martes americana,Callospermophilus saturatus,0.1524
Didelphis virginiana,Oreamnos americanus,0.15215
Gulo gulo,Mesoplodon stejnegeri,0.152
Gulo gulo,Mesoplodon bidens,0.1518
Monodon monoceros,Dipodomys ordii,0.15175
Monodon monoceros,Geomys bursarius,0.1517
Monodon monoceros,Perognathus fasciatus,0.1517
Lontra canadensis,Tamiasciurus douglasii,0.15135
Phocoenoides dalli,Geomys bursarius,0.1513
Mephitis mephitis,Glaucomys volans,0.15125
Phocoena phocoena,Perognathus parvus,0.1511
Didelphis virginiana,Bison bison,0.15105
Mustela nigripes,Delphinapterus leucas,0.151
Phocoenoides dalli,Perognathus fasciatus,0.1509
Mephitis mephitis,Glaucomys sabrinus,0.1508
Gulo gulo,Mesoplodon mirus,0.15075
Gulo gulo,Marmota vancouverensis,0.15055
Mesoplodon densirostris,Dipodomys ordii,0.1505
Mustela nigripes,Hyperoodon ampullatus,0.1505
Kogia breviceps,Geomys bursarius,0.15035
Phocoenoides dalli,Dipodomys ordii,0.15015
Procyon lotor,Glaucomys sabrinus,0.15015
Phocoena phocoena,Perognathus fasciatus,0.15005
Mesoplodon densirostris,Thomomys talpoides,0.14995
Lontra canadensis,Ochotona princeps,0.1497
Delphinapterus leucas,Perognathus parvus,0.14965
Mustela frenata,Glaucomys volans,0.14965
Phocoena phocoena,Dipodomys ordii,0.14965
Urocyon cinereoargenteus,Canis rufus,0.14945
Thomomys talpoides,Microtus townsendii,0.1494
Ziphius cavirostris,Perognathus parvus,0.1494
Mustela nigripes,Mesoplodon densirostris,0.14935
Mustela nigripes,Mesoplodon carlhubbsi,0.1492
Mesoplodon carlhubbsi,Thomomys talpoides,0.14895
Mustela nigripes,Monodon monoceros,0.14895
Delphinapterus leucas,Thomomys talpoides,0.1488
Eschrichtius robustus,Dipodomys ordii,0.1486
Mustela nigripes,Ziphius cavirostris,0.1486
Urocyon cinereoargenteus,Antilocapra americana,0.1486
Ursus maritimus,Sorex arcticus,0.14855
Kogia breviceps,Dipodomys ordii,0.1485
Mesoplodon densirostris,Perognathus fasciatus,0.14845
Phocoenoides dalli,Thomomys talpoides,0.1484
Berardius bairdii,Dipodomys ordii,0.1483
Kogia breviceps,Perognathus fasciatus,0.1483
Kogia sima,Geomys bursarius,0.14825
Eschrichtius robustus,Geomys bursarius,0.14815
Hyperoodon ampullatus,Perognathus parvus,0.148
Hyperoodon ampullatus,Perognathus fasciatus,0.14795
Eschrichtius robustus,Perognathus parvus,0.1479
Phocoena phocoena,Thomomys talpoides,0.14785
Lontra canadensis,Ochotona collaris,0.1478
Ziphius cavirostris,Dipodomys ordii,0.14775
Berardius bairdii,Geomys bursarius,0.1475
Monodon monoceros,Thomomys talpoides,0.14745
Hyperoodon ampullatus,Thomomys talpoides,0.1473
Mesoplodon carlhubbsi,Perognathus fasciatus,0.1469
Kogia breviceps,Thomomys talpoides,0.14685
Mesoplodon carlhubbsi,Neurotrichus gibbsii,0.14685
Mesoplodon carlhubbsi,Perognathus parvus,0.14675
Mustela nigripes,Phocoena phocoena,0.14675
Hyperoodon ampullatus,Condylura cristata,0.1467
Lynx rufus,Mustela frenata,0.1465
Berardius bairdii,Perognathus parvus,0.14645
Phocoenoides dalli,Perognathus parvus,0.14645
Enhydra lutris,Scapanus townsendii,0.1464
Monodon monoceros,Perognathus parvus,0.14635
Mustela frenata,Glaucomys sabrinus,0.14635
Delphinapterus leucas,Neurotrichus gibbsii,0.14615
Martes americana,Callospermophilus lateralis,0.146
Berardius bairdii,Perognathus fasciatus,0.14595
Mephitis mephitis,Dama dama,0.14595
Procyon lotor,Glaucomys volans,0.14595
Mustela nigripes,Berardius bairdii,0.1451
Monodon monoceros,Neurotrichus gibbsii,0.14505
Eschrichtius robustus,Perognathus fasciatus,0.1449
Ziphius cavirostris,Neurotrichus gibbsii,0.1449
Mustela nigripes,Kogia breviceps,0.14485
Procyon lotor,Dama dama,0.1446
Spilogale putorius,Poliocitellus franklinii,0.1445
Taxidea taxus,Euderma maculatum,0.1445
Ziphius cavirostris,Thomomys talpoides,0.1444
Puma concolor,Dicrostonyx hudsonius,0.1443
Kogia breviceps,Perognathus parvus,0.14415
Taxidea taxus,Tamias striatus,0.14415
Dipodomys ordii,Sorex trowbridgii,0.14405
Geomys bursarius,Sorex trowbridgii,0.14405
Perognathus parvus,Microtus townsendii,0.14405
Berardius bairdii,Neurotrichus gibbsii,0.144
Didelphis virginiana,Myotis melanorhinus,0.14375
Mustela nigripes,Phocoenoides dalli,0.1436
Berardius bairdii,Thomomys talpoides,0.14355
Canis latrans,Antrozous pallidus,0.1434
Mesoplodon densirostris,Perognathus parvus,0.14335
Kogia sima,Thomomys talpoides,0.14325
Lontra canadensis,Scapanus townsendii,0.14325
Mustela nigripes,Eschrichtius robustus,0.14305
Phocoena phocoena,Neurotrichus gibbsii,0.14305
Erethizon dorsatum,Sorex merriami,0.143
Kogia sima,Perognathus fasciatus,0.143
Mesoplodon bidens,Dipodomys ordii,0.143
Didelphis virginiana,Myotis leibii,0.14295
Enhydra lutris,Sylvilagus nuttallii,0.14295
Perognathus fasciatus,Sorex trowbridgii,0.14285
Taxidea taxus,Myotis melanorhinus,0.1427
Puma concolor,Lepus europaeus,0.14265
Lynx rufus,Cynomys ludovicianus,0.14245
Mesoplodon densirostris,Neurotrichus gibbsii,0.14245
Neovison vison,Marmota monax,0.14235
Didelphis virginiana,Euderma maculatum,0.1423
Lynx canadensis,Lepus europaeus,0.14225
Didelphis virginiana,Urocyon cinereoargenteus,0.1422
Mustela frenata,Marmota monax,0.14215
Kogia breviceps,Neurotrichus gibbsii,0.142
Vulpes velox,Canis lupus,0.142
Mesoplodon carlhubbsi,Condylura cristata,0.1418
Kogia sima,Dipodomys ordii,0.1416
Neurotrichus gibbsii,Geomys bursarius,0.1412
Berardius bairdii,Condylura cristata,0.14115
Didelphis virginiana,Myotis evotis,0.14115
Monodon monoceros,Condylura cristata,0.141
Vulpes velox,Taxidea taxus,0.14095
Canis rufus,Antrozous pallidus,0.1407
Didelphis virginiana,Myotis californicus,0.1407
Delphinapterus leucas,Condylura cristata,0.1406
Gulo gulo,Callospermophilus saturatus,0.1406
Neurotrichus gibbsii,Dicrostonyx hudsonius,0.1404
